Source,SubType,ID,AuthorUserName,AuthorDisplayName,AuthorId,Created,Message,ContentType,PhotoUrl,ContextUrl,Links,AuthorFollowerCount,PostImpressionsTotal,PostImpressionsOrganic,PostProjectedImpressions,SocialValue,PostReach,VideoViews,TotalPublicEngagements,LikeCount,Comments,SharesRetweets,TotalEngagementsAndInteractions,TotalInteractions,EngagementRate,FollowerInteractionRate,EngagementAndInteractionRate,TWAuthorIsVerified,TWRetweetCount,TWReplyCount,TWEngagement,TWQuoteTweets,TWBookmarks,TWUserProfileClicks,TWUrlLinkClicks,TWEngagementAndInteractions,TWAuthorCreated,IGStoryTapsForward,IGStoryTapsBack,IGStoryExits,IGCommentCount,IGTotalEngagements,IGStoryReplies,IGSaveCount,TikTokEngagements,Status,Tags,Sentiment,Language
Twitter,Twitter_Tweet,1.87E+18,PWHL_NewYork,New York Sirens,1.69E+18,12/19/2024 1:33,So. Many. Firsts. https://t.co/3eoLrurpzK,Text, ,https://twitter.com/PWHL_NewYork/statuses/1869556703475466401,https://twitter.com/thepwhlofficial/status/1869556405130407956,11905,5295,5295, ,447, , ,114,105,1,8,131,17,2.15%,0.01,0.02474,TRUE,8,1,114,0,0,17,0,131,8/18/2023 23:38, , , , , , , , ,Pending,"New York,Text Mention:League and Teams",Positive,eng
Twitter,Twitter_Tweet,1.75E+18,PWHL_Ottawa,PWHL Ottawa,1.69E+18,1/24/2024 0:17,Alright besties it's time for our FIRST POWERPLAY OF THE NIGHT! 🤜🤛 https://t.co/QuXRHwVEXy,Video,https://pbs.twimg.com/ext_tw_video_thumb/1749949501584941056/pu/img/Fp9_ldVeunDBELEL.jpg,https://twitter.com/PWHL_Ottawa/statuses/1749949606463463456,https://twitter.com/PWHL_Ottawa/status/1749949606463463456/video/1,11905,2540,2540, ,155, ,530,34,33,0,1,34,0,1.34%,0,0.01339,TRUE,1,0,34,0, , , ,34,8/18/2023 23:50, , , , , , , , ,Pending,"Ottawa,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Tweet,1.87E+18,PWHL_NewYork,New York Sirens,1.69E+18,12/19/2024 1:39,Maltais sits and we're off on the powerplay 👊 https://t.co/v0UkCKqM0I,Video, ,https://twitter.com/PWHL_NewYork/statuses/1869558141085528105,"https://x.com/PWHL_NewYork/status/1869558141085528105/photo/1,",11911,4914,4914, ,105, ,0,35,30,0,4,40,5,0.71%,0,0.00814,TRUE,4,0,35,1,0,5,0,40,8/18/2023 23:38, , , , , , , , ,Pending,"Asset:Media Backdrop,New York,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Retweet,1.79E+18,PWHL_Boston,x - PWHL Boston,1.69E+18,5/19/2024 17:04,"RT @Patriots: Bring it home, @PWHL_Boston 👊 https://t.co/0ANLQIrrrd",Photo,https://pbs.twimg.com/media/GN8I5zVXIAAU2MO.jpg,https://twitter.com/PWHL_Boston/statuses/1792239998084714625,https://twitter.com/Patriots/status/1792238795934298543/photo/1,11915, , , , , , , ,0,0,0, ,0,0%,0,0,TRUE,0,0, , , , , , ,8/18/2023 20:20, , , , , , , , ,Rejected,"Asset:Digital Overlay,Asset:Helmet,Asset:Jersey,Boston,Logo AI:Bauer,Logo AI:CCM Hockey,Logo AI:Warrior Sports,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Tweet,1.75E+18,PWHL_Ottawa,PWHL Ottawa,1.69E+18,1/24/2024 0:45,"First in the books, and we like how things are going so far. 😎 https://t.co/Laa4AQKRDg",Photo,https://pbs.twimg.com/media/GEkYEJWXsAAhgIF.jpg,https://twitter.com/PWHL_Ottawa/statuses/1749956564641878520,https://twitter.com/PWHL_Ottawa/status/1749956564641878520/photo/1,11915,5857,5857, ,534, , ,139,129,2,8,139,0,2.37%,0.01,0.02373,TRUE,8,2,139,0, , , ,139,8/18/2023 23:50, , , , , , , , ,Pending,"Asset:Helmet,Asset:Jersey,Logo AI:Canadian Tire,Ottawa,Text Mention:League and Teams",Negative,eng
Twitter,Twitter_Tweet,1.87E+18,PWHL_NewYork,New York Sirens,1.69E+18,12/19/2024 1:47,We had fun in the second 😎 https://t.co/u0EQhdGVOL,Photo,https://pbs.twimg.com/media/GfIC7LCXIAAoHpB.jpg,https://twitter.com/PWHL_NewYork/statuses/1869560236006363339,"https://x.com/PWHL_NewYork/status/1869560236006363339/photo/1,",11919,15694,15694, ,2017, , ,568,505,7,40,837,269,3.62%,0.05,0.05333,TRUE,40,7,568,13,3,269,0,837,8/18/2023 23:38, , , , , , , , ,Pending,"Asset:Helmet,Asset:Jersey,Asset:On Ice,Asset:Rinkboards,Logo AI:Bauer,Logo On Asset:Bauer Jersey,Logo On Asset:Bauer Rinkboards,New York,Text Mention:League and Teams",Positive,eng
Instagram,Instagram_Story,1.80E+16,pwhl_toronto,PWHL Toronto,1.78E+16,11/8/2023 16:53, ,Video,https://media.zoomph.com/instagram/17841461118333195/18037526431590916_thumbnail, , ,11921, , ,1034,21,2005,181,0,0,0,0,0,0,0%,0,0, , , , , , , , , , ,1638,36,365,0,0,4, , ,Pending,"Text Mention:League and Teams,Toronto",Objective, 
Instagram,Instagram_Story,1.83E+16,pwhl_ottawa,PWHL Ottawa,1.78E+16,11/21/2023 21:17, ,Video,https://media.zoomph.com/instagram/17841461261219400/18322169752103590_thumbnail, , ,11924,2755,2755, ,56,2674,483,0,0,0,0,0,0,0%,0,0, , , , , , , , , , ,1932,168,719,0,0,1, , ,Pending,"Ottawa,Text Mention:League and Teams",Objective, 
Instagram,Instagram_Story,1.79E+16,pwhl_ottawa,PWHL Ottawa,1.78E+16,11/21/2023 18:59,@bjenner19 The cutest thing we ever did see 🥹,Video,https://media.zoomph.com/instagram/17841461261219400/17872472721006620_thumbnail, , ,11924,3088,3088, ,62,3023,542,0,0,0,0,0,0,0%,0,0, , , , , , , , , , ,2102,325,202,0,0,0, , ,Pending,"Ottawa,Text Mention:League and Teams",Positive,eng
Twitter,Twitter_Tweet,1.87E+18,PWHL_NewYork,New York Sirens,1.69E+18,12/19/2024 1:53,Proof to always follow your shot ⬇️ https://t.co/yCTfBoirU4,Video, ,https://twitter.com/PWHL_NewYork/statuses/1869561702846791790,"https://x.com/PWHL_NewYork/status/1869561702846791790/video/1,",11925,4400,4400, ,447, ,1341,104,80,2,19,122,18,2.36%,0.01,0.02773,TRUE,19,2,104,3,0,18,0,122,8/18/2023 23:38, , , , , , , , ,Pending,"Asset:Helmet,Asset:Jersey,Asset:On Ice,Asset:Rinkboards,Logo AI:AIRSUPRA,Logo AI:Midea,Logo AI:Royale,Logo AI:Scotiabank,Logo On Asset:Midea Rinkboards,Logo On Asset:Scotiabank Rinkboards,New York,Text Mention:League and Teams",Negative,eng
Twitter,Twitter_Tweet,1.87E+18,PWHL_NewYork,New York Sirens,1.69E+18,12/19/2024 2:09,Make that 4-on-3 hockey! https://t.co/5cO8rOjnHE,Text, ,https://twitter.com/PWHL_NewYork/statuses/1869565757732143518,https://twitter.com/PWHL_NewYork/status/1869565505520242951,11930,4160,4160, ,191, , ,36,33,1,2,50,14,0.87%,0,0.01202,TRUE,2,1,36,0,0,14,0,50,8/18/2023 23:38, , , , , , , , ,Pending,"New York,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Tweet,1.75E+18,PWHL_Ottawa,PWHL Ottawa,1.69E+18,1/24/2024 2:08,HERE WE GOOOOO https://t.co/H29euAwMPP,Video,https://pbs.twimg.com/ext_tw_video_thumb/1749977341256708096/pu/img/0JyBpci5thnQNj36.jpg,https://twitter.com/PWHL_Ottawa/statuses/1749977397586219156,https://twitter.com/PWHL_Ottawa/status/1749977397586219156/video/1,11931,3426,3426, ,178, ,729,35,34,0,1,35,0,1.02%,0,0.01022,TRUE,1,0,35,0, , , ,35,8/18/2023 23:50, , , , , , , , ,Pending,"Ottawa,Text Mention:League and Teams",Objective, 
Twitter,Twitter_Retweet,1.79E+18,PWHL_Boston,x - PWHL Boston,1.69E+18,5/19/2024 20:29,RT @thepwhlofficial: Bonus content 😉 https://t.co/7tJk2EIPs5,Photo,https://pbs.twimg.com/media/GN9_W3kWwAAeTiP.jpg,https://twitter.com/PWHL_Boston/statuses/1792291499591205350,https://twitter.com/thepwhlofficial/status/1792291214760304792/photo/1,11935, , , , , , , ,0,0,0, ,0,0%,0,0,TRUE,0,0, , , , , , ,8/18/2023 20:20, , , , , , , , ,Rejected,"Boston,Text Mention:League and Teams",Positive,fra
Twitter,Twitter_Tweet,1.87E+18,PWHL_NewYork,New York Sirens,1.69E+18,12/19/2024 2:30,TOR sits for 2 and we're back off on the powerplay! https://t.co/kwg7FPK2GE,Video, ,https://twitter.com/PWHL_NewYork/statuses/1869570908014199027,"https://x.com/PWHL_NewYork/status/1869570908014199027/photo/1,",11936,2171,2171, ,93, ,0,31,29,0,2,38,7,1.43%,0,0.0175,TRUE,2,0,31,0,0,7,0,38,8/18/2023 23:38, , , , , , , , ,Pending,"Asset:Media Backdrop,New York,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Tweet,1.79E+18,PWHL_Boston,x - PWHL Boston,1.69E+18,5/19/2024 20:38,FRANKEL OUT FRONT https://t.co/Kc7WWeAKhf,Video,https://pbs.twimg.com/amplify_video_thumb/1792293802314551296/img/8t-D_d86xDbJMbWo.jpg,https://twitter.com/PWHL_Boston/statuses/1792293896619258202,https://twitter.com/PWHL_Boston/status/1792293896619258202/video/1,11936,5811,5811, ,879, ,1228,252,226,4,13,252,0,4.34%,0.02,0.04337,TRUE,13,4,252,8,1, , ,252,8/18/2023 20:20, , , , , , , , ,Pending,"Asset:Helmet,Asset:Jersey,Asset:Upper Level LED,Boston,Logo AI:Bauer,Logo AI:Gatorade,Logo AI:Rogers Wireless,Text Mention:League and Teams",Objective, 
Twitter,Twitter_Tweet,1.87E+18,PWHL_NewYork,New York Sirens,1.69E+18,12/19/2024 2:57,MZH's first PWHL goal gets her Player Of The Game! 🤌 https://t.co/vOJAAb3DkO,Photo,https://pbs.twimg.com/media/GfISxrMXgAA2uNa.jpg,https://twitter.com/PWHL_NewYork/statuses/1869577771468591204,"https://x.com/PWHL_NewYork/status/1869577771468591204/photo/1,",11943,4756,4756, ,662, , ,189,168,1,19,208,19,3.97%,0.02,0.04373,TRUE,19,1,189,1,0,19,0,208,8/18/2023 23:38, , , , , , , , ,Pending,"Asset:Helmet,Asset:Jersey,Asset:Rinkboards,Logo AI:Bauer,Logo On Asset:Bauer Jersey,Logo On Asset:Bauer Rinkboards,New York,Text Mention:League and Teams",Objective,eng
TikTok,TikTok_Video,7.33E+18,pwhl_boston,PWHL_Boston,_00051Yz0JbazOsNlKS61qbT7sqhuUnQvT0v,2/5/2024 18:09,Assistant TO the regional manager #hockey #hockeytiktoks #pwhl #womenssports,Video,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-p-0068-tx/f97d49da2d0645a6b396ef541f167efb_1707156571~tplv-tiktokx-cropcenter:300:400.jpeg?dr=9640&nonce=99440&refresh_token=287f0991f5e4a3d7209fc8b5cc71b639&x-expires=1735138800&x-signature=mA4NsSl7%2F7g101j3cSVsx5OnwHw%3D&idc=useast5&ps=13740610&s=TIKTOK_FOR_DEVELOPER&shcp=34ff8df6&shp=d05b14bd&t=4d5b0474,https://www.tiktok.com/@pwhl_fleet/video/7332181402890407214?utm_campaign=tt4d_open_api&utm_source=7062999415916609538, ,11952,31289,31289, ,4710, ,31289,4439,4372,8,59,4439,0,14.19%,0.37,0.14187, , , , , , , , , , , , , , , , , ,4439,Pending,"Asset:Digital Overlay,Asset:Jersey,Boston,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Tweet,1.79E+18,PWHL_Boston,x - PWHL Boston,1.69E+18,5/19/2024 22:18,Heise puts MIN back up 2-1,Text, ,https://twitter.com/PWHL_Boston/statuses/1792319015248855198, ,11967,3187,3187, ,129, , ,22,17,1,3,22,0,0.69%,0,0.0069,TRUE,3,1,22,1,0, , ,22,8/18/2023 20:20, , , , , , , , ,Pending,"Boston,Text Mention:League and Teams",Objective,eng
Instagram,Instagram_Story,1.83E+16,pwhl_boston,PWHL Boston,1.78E+16,11/22/2023 15:05, ,Photo,https://media.zoomph.com/instagram/17841461227711357/18272832976086475, , ,11968,1974,1974, ,40,1935, ,0,0,0,0,0,0,0%,0,0, , , , , , , , , , ,1922,99,69,0,0,0, , ,Pending,"Boston,Logo AI:Bauer,Logo AI:CCM Hockey,Text Mention:League and Teams",Objective, 
Twitter,Twitter_Tweet,1.79E+18,PWHL_Boston,x - PWHL Boston,1.69E+18,5/19/2024 22:35,TW with the tuck 🚨 https://t.co/ONdHup9Iya,Video,https://pbs.twimg.com/ext_tw_video_thumb/1792323013641162752/pu/img/xa2YewIoCqDAcS5o.jpg,https://twitter.com/PWHL_Boston/statuses/1792323103416058308,https://twitter.com/PWHL_Boston/status/1792323103416058308/video/1,11974,159,159, ,182, ,1728,3,3,0,0,3,0,1.89%,0,0.01887,TRUE,0,0,3,0,0, , ,3,8/18/2023 20:20, , , , , , , , ,Pending,"Asset:Helmet,Asset:Jersey,Asset:On Ice,Asset:Rinkboards,Boston,Logo AI:CCM Hockey,Logo AI:Discover,Logo AI:OptumHealth,Logo AI:Rogers Wireless,Logo AI:Scotiabank,Logo On Asset:Discover Rinkboards,Logo On Asset:Optum Rinkboards,Logo On Asset:Rogers Rinkboards,Logo On Asset:Scotiabank Rinkboards,Text Mention:League and Teams",Objective,eng
Instagram,Instagram_Story,1.81E+16,pwhl_newyork,PWHL New York,1.78E+16,12/20/2023 20:03, ,Photo,https://media.zoomph.com/instagram/17841461412831857/18060937606489089, , ,11977,1930,1930, ,39,1930, ,0,0,0,0,0,0,0%,0,0, , , , , , , , , , ,1578,109,364,0,0,0, , ,Pending,"New York,Text Mention:League and Teams",Objective, 
Twitter,Twitter_Tweet,1.79E+18,PWHL_Boston,x - PWHL Boston,1.69E+18,5/19/2024 22:39,Heise ties it up at 3,Text, ,https://twitter.com/PWHL_Boston/statuses/1792324319118278786, ,11980,2905,2905, ,100, , ,14,12,1,1,14,0,0.48%,0,0.00482,TRUE,1,1,14,0,0, , ,14,8/18/2023 20:20, , , , , , , , ,Pending,"Boston,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Tweet,1.79E+18,PWHL_Boston,x - PWHL Boston,1.69E+18,5/19/2024 22:48,Heals with the go-ahead 🚨 https://t.co/M9xbmgYhDD,Video,https://pbs.twimg.com/ext_tw_video_thumb/1792326407327981568/pu/img/wUvb8DbWRBeyR789.jpg,https://twitter.com/PWHL_Boston/statuses/1792326514408661326,"https://twitter.com/i/web/status/1792326514408661326,https://twitter.com/PWHL_Boston/status/1792326514408661326/video/1",11981,29372,29372, ,1383, ,7350,216,179,2,25,216,0,0.74%,0.02,0.00735,TRUE,25,2,216,7,3, , ,216,8/18/2023 20:20, , , , , , , , ,Pending,"Asset:Helmet,Asset:Jersey,Asset:On Ice,Asset:Rinkboards,Boston,Logo AI:AIRSUPRA,Logo AI:Bread Financial,Logo AI:CCM Hockey,Logo AI:OptumHealth,Logo AI:Rogers Wireless,Logo AI:Schneider Electric,Logo AI:Scotiabank,Logo AI:Woody Creek Distillers,Logo On Asset:AIRSUPRA Rinkboards,Logo On Asset:Bread Financial Rinkboards,Logo On Asset:Optum Rinkboards,Logo On Asset:Rogers Rinkboards,Logo On Asset:Schneider Electric Rinkboards,Logo On Asset:Scotiabank Rinkboards,Logo On Asset:Woody Creek Distillers Rinkboards,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Tweet,1.79E+18,PWHL_Boston,x - PWHL Boston,1.69E+18,5/19/2024 22:48,Heals with the go-ahead 🚨 https://t.co/0XiDDtdwpQ,Video,https://pbs.twimg.com/ext_tw_video_thumb/1792326407327981568/pu/img/wUvb8DbWRBeyR789.jpg,https://twitter.com/PWHL_Boston/statuses/1792326459048222949,https://twitter.com/PWHL_Boston/status/1792326459048222949/video/1,11981,136,136, ,741, ,7350,2,2,0,0,2,0,1.47%,0,0.01471,TRUE,0,0,2,0,0, , ,2,8/18/2023 20:20, , , , , , , , ,Pending,"Asset:Helmet,Asset:Jersey,Asset:On Ice,Asset:Rinkboards,Boston,Logo AI:AIRSUPRA,Logo AI:Bread Financial,Logo AI:CCM Hockey,Logo AI:OptumHealth,Logo AI:Rogers Wireless,Logo AI:Schneider Electric,Logo AI:Scotiabank,Logo AI:Woody Creek Distillers,Logo On Asset:AIRSUPRA Rinkboards,Logo On Asset:Bread Financial Rinkboards,Logo On Asset:Optum Rinkboards,Logo On Asset:Rogers Rinkboards,Logo On Asset:Schneider Electric Rinkboards,Logo On Asset:Scotiabank Rinkboards,Logo On Asset:Woody Creek Distillers Rinkboards,Text Mention:League and Teams",Objective,eng
Facebook,Facebook_Post,113095135218141_122196683864019370,PWHLMinnesota,PWHL Minnesota,1.13E+14,9/14/2024 14:00,Good morning to Frost fans and Frost fans only. 🧊,Video,https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/459373752_1183632169360061_789039244655565259_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=7965db&_nc_ohc=lH006htsDvcQ7kNvgE8aFFy&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&edm=AJfPMC4EAAAA&_nc_gid=AqbPeZkiL_7KSiyJ0lek5hf&oh=00_AYAwvUaeyoTifbrbI5FLE8iCF7U4Wb9Ec2zcs6cYKEUa2Q&oe=675CE4F1,https://www.facebook.com/PWHLMinnesota/posts/122196683864019370, ,11983,7746,7746, ,1818,7055,3658,484,346,13,8,1201,717,6.25%,0.04,0.15505, , , , , , , , , , , , , , , , , , ,Pending,"Minnesota,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Retweet,1.75E+18,PWHL_Ottawa,PWHL Ottawa,1.69E+18,1/24/2024 18:31,RT @thepwhlofficial: Ottawa snagged their first win at home in last night's battle of Ontario. 🤩 https://t.co/Hg87Wf7TRf,Video,https://pbs.twimg.com/ext_tw_video_thumb/1750223948053090305/pu/img/lMtjVY6e359pA3tV.jpg,https://twitter.com/PWHL_Ottawa/statuses/1750224741183480018,https://twitter.com/thepwhlofficial/status/1750224062234706057/video/1,11984, , , , , , , ,0,0,0, ,0,0%,0,0,TRUE,0,0, , , , , , ,8/18/2023 23:50, , , , , , , , ,Rejected,"Asset:Helmet,Asset:Jersey,Asset:On Ice,Asset:Rinkboards,Asset:Upper Level LED,Logo AI:Air Canada,Logo AI:Bauer,Logo AI:Canadian Tire,Logo AI:CCM Hockey,Logo AI:Gatorade,Logo AI:Hyundai,Logo AI:RE/MAX,Logo AI:Schneider Electric,Logo AI:Sport Chek,Logo AI:Tim Hortons,Logo On Asset:Air Canada LED,Logo On Asset:Bauer Rinkboards,Logo On Asset:Canadian Tire Rinkboards,Logo On Asset:Gatorade Rinkboards,Logo On Asset:Hyundai Rinkboards,Logo On Asset:RE/MAX LED,Logo On Asset:Schneider Electric Rinkboards,Logo On Asset:Sport Chek Rinkboards,Logo On Asset:Tim Hortons Rinkboards,Ottawa,Text Mention:League and Teams",Positive,eng
Instagram,Instagram_Story,1.83E+16,pwhl_ottawa,PWHL Ottawa,1.78E+16,11/22/2023 14:07,"🥳 Happy Birthday, Billie Jean! 🫶",Video,https://media.zoomph.com/instagram/17841461261219400/18290618626147984_thumbnail, , ,11987,2734,2734, ,55,2612,480,0,0,0,0,0,0,0%,0,0, , , , , , , , , , ,2368,59,341,0,0,0, , ,Pending,"Ottawa,Text Mention:League and Teams",Positive,eng
Facebook,Facebook_Post,113095135218141_122197563452019370,PWHLMinnesota,PWHL Minnesota,1.13E+14,9/18/2024 20:00,Had ourselves a time at Eden Prairie Scheels Youth Sports Night 🏆#WalterCupTour,Photo,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/459872929_122197553468019370_7987400901636155371_n.jpg?stp=dst-jpg_p720x720_tt6&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=-Bv_l-wJ4goQ7kNvgEdayh-&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&edm=AJfPMC4EAAAA&_nc_gid=A14c7E2b6LYFePBiP-s8o5A&oh=00_AYBfmCezc6bAVX4C8eSBnD3GiIV-aQBLx3DlTiDFQMBOQg&oe=67677FF2,https://www.facebook.com/PWHLMinnesota/posts/122197563452019370, ,12004,12330,12330, ,1200,11737, ,318,254,5,7,1123,805,2.58%,0.03,0.09108, , , , , , , , , , , , , , , , , , ,Pending,"Asset:Jersey,Minnesota,Text Mention:League and Teams",Positive,eng
Facebook,Facebook_Post,113095135218141_122197740128019370,PWHLMinnesota,PWHL Minnesota,1.13E+14,9/19/2024 17:00,"Crossing that right off the bucket list ✅Thank you, Minnesota Vikings for welcoming us to your house! #Skol  #WalterCupTour",Video,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/460466113_474730845551578_2633737045355007428_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=7965db&_nc_ohc=F-_3BfLd7K8Q7kNvgGXLJ4U&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=AJfPMC4EAAAA&_nc_gid=ARtvCZ3iadp_wC1-fWdkoz6&oh=00_AYDUR0OGim5SstmtvHACwwwB5qTIfwqIqzgL_1RJlQC0Lw&oe=676786EC,https://www.facebook.com/PWHLMinnesota/posts/122197740128019370, ,12005,60193,60193, ,9611,57992,44596,1717,1433,18,42,2427,710,2.85%,0.14,0.04032, , , , , , , , , , , , , , , , , , ,Pending,"Asset:Jersey,Asset:On Ice,Asset:Rinkboards,Asset:Upper Level LED,Logo AI:United Healthcare,Logo On Asset:United Healthcare LED,Minnesota,Text Mention:League and Teams",Positive,eng
Twitter,Twitter_Tweet,1.79E+18,PWHL_Boston,x - PWHL Boston,1.69E+18,5/19/2024 23:22,We ride on the PK https://t.co/Q8IXUuYs0O,Video,https://pbs.twimg.com/ext_tw_video_thumb/1792334978128269313/pu/img/3sQWEb2ody5AkYbO.jpg,https://twitter.com/PWHL_Boston/statuses/1792335056381603874,https://twitter.com/PWHL_Boston/status/1792335056381603874/video/1,12006,4411,4411, ,222, ,1109,37,35,0,2,37,0,0.84%,0,0.00839,TRUE,2,0,37,0,0, , ,37,8/18/2023 20:20, , , , , , , , ,Pending,"Boston,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Tweet,1.75E+18,PWHL_Montreal,PWHL Montréal,1.69E+18,1/27/2024 22:12,Salut Newy 👋,Photo,https://pbs.twimg.com/media/GE4XZGkWMAA4kko.jpg,https://twitter.com/PWHL_Montreal/statuses/1751367522887110691,"https://twitter.com/i/web/status/1751363030582002076,https://twitter.com/CanadiensMTL/status/1751363030582002076/photo/1",12012,17570,17570, ,1515, , ,388,380,1,7,388,0,2.21%,0.03,0.02208,TRUE,7,1,388,0, , , ,388,8/18/2023 21:53, , , , , , , , ,Pending,"Asset:Jumbotron/Scoreboard,Asset:On Ice,Montreal,Text Mention:League and Teams",Objective,eng
Facebook,Facebook_Post,113095135218141_122198834702019370,PWHLMinnesota,PWHL Minnesota,1.13E+14,9/25/2024 15:03,Your phone screen just got a little more frosty. ❄,Photo,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/461200482_122198834600019370_6129372522645065397_n.jpg?stp=dst-jpg_p720x720_tt6&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=pTXUJK76swoQ7kNvgFROHCr&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=AJfPMC4EAAAA&_nc_gid=AurEJrY397ip0nUhI79qTVE&oh=00_AYAJMCieOYfa2-1hUOEjgmV2-c7Yr47j6aX826Xq_D-p8w&oe=676CBB00,https://www.facebook.com/PWHLMinnesota/posts/122198834702019370, ,12018,10856,10856, ,2059,10376, ,614,467,23,10,1779,1165,5.66%,0.05,0.16387, , , , , , , , , , , , , , , , , , ,Pending,"Asset:Digital Overlay,Minnesota,Text Mention:League and Teams",Positive,eng
Twitter,Twitter_Tweet,1.87E+18,PWHL_NewYork,New York Sirens,1.69E+18,12/22/2024 18:54,3s a GO! Let's get loud Sirens squad 👊,Text, ,https://twitter.com/PWHL_NewYork/statuses/1870905768423137507, ,12034,1536,1536, ,72, , ,14,14,0,0,20,6,0.91%,0,0.01302,TRUE,0,0,14,0,0,6,0,20,8/18/2023 23:38, , , , , , , , ,Pending,"New York,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Tweet,1.75E+18,PWHL_Ottawa,PWHL Ottawa,1.69E+18,2/2/2024 1:45,@PWHL_Montreal how about that feed? 😏 #NHLAllStar,Video,https://pbs.twimg.com/ext_tw_video_thumb/1753232861421805568/pu/img/q3L5G9bhsA2ZcyuA.jpg,https://twitter.com/PWHL_Ottawa/statuses/1753233244026200404,https://twitter.com/Sportsnet/status/1753232898763731061/video/1,12037,2883,2883, ,96, ,0,32,30,1,1,32,0,1.11%,0,0.0111,TRUE,1,1,32,0, , , ,32,8/18/2023 23:50, , , , , , , , ,Pending,"Asset:Digital Overlay,Asset:Helmet,Asset:Jersey,Asset:On Ice,Asset:Rinkboards,Logo AI:CCM Hockey,Logo AI:Great Clips,Logo AI:Hyundai,Logo AI:Rogers Wireless,Logo On Asset:Great Clips Rinkboards,Logo On Asset:Hyundai Rinkboards,Logo On Asset:Rogers Rinkboards,Ottawa,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Tweet,1.87E+18,PWHL_NewYork,New York Sirens,1.69E+18,12/22/2024 19:32,This one needs some extra time 👊 https://t.co/LfB8jsJJ2O,Photo,https://pbs.twimg.com/media/GfbTjiXWMAA6AOU.jpg,https://twitter.com/PWHL_NewYork/statuses/1870915378412495131,"https://x.com/PWHL_NewYork/status/1870915378412495131/photo/1,",12039,3982,3982, ,376, , ,99,92,0,6,215,116,2.49%,0.01,0.05399,TRUE,6,0,99,1,0,116,0,215,8/18/2023 23:38, , , , , , , , ,Pending,"Asset:Helmet,Asset:Jersey,Asset:On Ice,Asset:Rinkboards,Logo AI:Bauer,Logo On Asset:Bauer Jersey,Logo On Asset:Bauer Rinkboards,New York,Text Mention:League and Teams",Positive,eng
Twitter,Twitter_Tweet,1.87E+18,PWHL_NewYork,New York Sirens,1.69E+18,12/22/2024 19:40,"OT wasn't enough, we head to the shootout 🔊",Text, ,https://twitter.com/PWHL_NewYork/statuses/1870917408644624734, ,12040,2399,2399, ,143, , ,32,28,1,3,52,20,1.33%,0,0.02168,TRUE,3,1,32,0,0,20,0,52,8/18/2023 23:38, , , , , , , , ,Pending,"New York,Text Mention:League and Teams",Objective,eng
Twitter,Twitter_Tweet,1.87E+18,PWHL_NewYork,New York Sirens,1.69E+18,12/22/2024 19:34,OT starts NOW,Text, ,https://twitter.com/PWHL_NewYork/statuses/1870915734257426439, ,12040,2499,2499, ,157, , ,36,31,0,5,63,27,1.44%,0,0.02521,TRUE,5,0,36,0,0,27,0,63,8/18/2023 23:38, , , , , , , , ,Pending,"New York,Text Mention:League and Teams",Objective,eng
